votdst,GEOID20,TAPERSONS,total_TAPERSONS,fraction
2501,530330116012026,56,466,0.12017167381974249
2501,530330116012027,33,466,0.07081545064377683
2501,530330116012028,48,466,0.10300429184549356
2501,530330121001000,86,466,0.18454935622317598
2501,530330121001001,150,466,0.3218884120171674
2501,530330121001003,28,466,0.060085836909871244
2501,530330121001006,45,466,0.09656652360515021
2501,530330121001007,20,466,0.04291845493562232
2502,530330031004010,63,466,0.1351931330472103
2502,530330031004019,59,466,0.12660944206008584
2502,530330031004020,67,466,0.14377682403433475
2502,530330031004021,59,466,0.12660944206008584
2502,530330031004022,62,466,0.13304721030042918
2502,530330031004023,37,466,0.07939914163090128
2502,530330031004024,18,466,0.03862660944206009
2502,530330031004025,25,466,0.0536480686695279
2502,530330031004026,26,466,0.055793991416309016
2502,530330031004027,23,466,0.04935622317596566
2502,530330031004028,27,466,0.05793991416309013
2503,530330031001006,72,411,0.17518248175182483
2503,530330031002004,98,411,0.2384428223844282
2503,530330031002005,77,411,0.1873479318734793
2503,530330031002006,82,411,0.19951338199513383
2503,530330031002007,82,411,0.19951338199513383
2504,530330031004001,71,434,0.16359447004608296
2504,530330031004002,85,434,0.195852534562212
2504,530330031004003,74,434,0.17050691244239632
2504,530330031004004,61,434,0.14055299539170507
2504,530330031004011,68,434,0.15668202764976957
2504,530330031004012,75,434,0.1728110599078341
2505,530330031004006,53,393,0.13486005089058525
2505,530330031005004,146,393,0.37150127226463103
2505,530330031005005,66,393,0.16793893129770993
2505,530330031005021,77,393,0.19592875318066158
2505,530330031005022,51,393,0.1297709923664122
2506,530330031002010,70,396,0.17676767676767677
2506,530330031002011,61,396,0.15404040404040403
2506,530330031002013,54,396,0.13636363636363635
2506,530330031002014,77,396,0.19444444444444445
2506,530330031002015,71,396,0.17929292929292928
2506,530330031005017,63,396,0.1590909090909091
2507,530330031001017,56,388,0.14432989690721648
2507,530330031002009,69,388,0.17783505154639176
2507,530330031002016,56,388,0.14432989690721648
2507,530330031002017,75,388,0.19329896907216496
2507,530330031003004,132,388,0.3402061855670103
2508,530330031004005,48,559,0.08586762075134168
2508,530330031004013,63,559,0.11270125223613596
2508,530330031004014,27,559,0.04830053667262969
2508,530330031004015,39,559,0.06976744186046512
2508,530330031004016,27,559,0.04830053667262969
2508,530330031004017,34,559,0.06082289803220036
2508,530330031004018,67,559,0.11985688729874776
2508,530330031005015,65,559,0.11627906976744186
2508,530330031005018,54,559,0.09660107334525939
2508,530330031005019,63,559,0.11270125223613596
2508,530330031005020,72,559,0.12880143112701253
2509,530330031002012,95,604,0.15728476821192053
2509,530330031005006,118,604,0.19536423841059603
2509,530330031005007,28,604,0.046357615894039736
2509,530330031005008,83,604,0.13741721854304637
2509,530330031005011,56,604,0.09271523178807947
2509,530330031005012,34,604,0.056291390728476824
2509,530330031005013,49,604,0.08112582781456953
2509,530330031005014,63,604,0.10430463576158941
2509,530330031005016,56,604,0.09271523178807947
2509,530330031005024,22,604,0.03642384105960265
2510,530330031001005,65,465,0.13978494623655913
2510,530330031002000,63,465,0.13548387096774195
2510,530330031002001,45,465,0.0967741935483871
2510,530330031002002,46,465,0.0989247311827957
2510,530330031002003,60,465,0.12903225806451613
2510,530330031005009,97,465,0.2086021505376344
2510,530330031005010,89,465,0.1913978494623656
2511,530330015001007,20,632,0.03164556962025317
2511,530330015001008,24,632,0.0379746835443038
2511,530330015001009,41,632,0.06487341772151899
2511,530330015002005,65,632,0.10284810126582279
2511,530330015002006,22,632,0.03481012658227848
2511,530330015002007,18,632,0.028481012658227847
2511,530330015002008,85,632,0.13449367088607594
2511,530330015002011,180,632,0.2848101265822785
2511,530330015002012,49,632,0.07753164556962025
2511,530330015002013,30,632,0.04746835443037975
2511,530330015002014,98,632,0.1550632911392405
2512,530330015002009,446,628,0.7101910828025477
2512,530330015002010,64,628,0.10191082802547771
2512,530330015002015,89,628,0.14171974522292993
2512,530330015002016,29,628,0.04617834394904458
2513,530330015001013,268,552,0.4855072463768116
2513,530330015001014,61,552,0.1105072463768116
2513,530330015001015,78,552,0.14130434782608695
2513,530330015001016,60,552,0.10869565217391304
2513,530330015001017,85,552,0.1539855072463768
2514,530330016002018,24,404,0.0594059405940594
2514,530330016002019,81,404,0.2004950495049505
2514,530330016002020,106,404,0.2623762376237624
2514,530330016002021,74,404,0.18316831683168316
2514,530330016002022,97,404,0.2400990099009901
2514,530330016002023,22,404,0.054455445544554455
2515,530330016003005,364,641,0.5678627145085804
2515,530330016003006,31,641,0.0483619344773791
2515,530330016003007,89,641,0.13884555382215288
2515,530330016003009,76,641,0.11856474258970359
2515,530330016003010,81,641,0.12636505460218408
2517,530330017022004,148,852,0.17370892018779344
2517,530330017022005,122,852,0.1431924882629108
2517,530330017022006,67,852,0.07863849765258216
2517,530330017022007,82,852,0.09624413145539906
2517,530330017022008,72,852,0.08450704225352113
2517,530330017022009,70,852,0.08215962441314555
2517,530330017022010,25,852,0.029342723004694836
2517,530330017022011,34,852,0.03990610328638498
2517,530330017022012,42,852,0.04929577464788732
2517,530330017022014,48,852,0.056338028169014086
2517,530330017022015,49,852,0.057511737089201875
2517,530330017022016,93,852,0.10915492957746478
2518,530330017022000,63,867,0.0726643598615917
2518,530330017022001,58,867,0.06689734717416378
2518,530330017022002,49,867,0.05651672433679354
2518,530330017022003,44,867,0.05074971164936563
2518,530330017022013,67,867,0.07727797001153403
2518,530330017023002,58,867,0.06689734717416378
2518,530330017023003,46,867,0.0530565167243368
2518,530330017023005,58,867,0.06689734717416378
2518,530330017023006,59,867,0.06805074971164937
2518,530330017023012,113,867,0.1303344867358708
2518,530330017023013,252,867,0.2906574394463668
2520,530330017023000,99,900,0.11
2520,530330017023001,264,900,0.29333333333333333
2520,530330017023007,65,900,0.07222222222222222
2520,530330017023008,75,900,0.08333333333333333
2520,530330017023009,74,900,0.08222222222222222
2520,530330017023010,72,900,0.08
2520,530330017023011,59,900,0.06555555555555556
2520,530330017024003,20,900,0.022222222222222223
2520,530330017024004,65,900,0.07222222222222222
2520,530330017024009,48,900,0.05333333333333334
2520,530330017024024,59,900,0.06555555555555556
2522,530330016001014,95,551,0.1724137931034483
2522,530330016001015,121,551,0.21960072595281308
2522,530330016003000,52,551,0.09437386569872959
2522,530330016003001,65,551,0.11796733212341198
2522,530330016003002,149,551,0.27041742286751363
2522,530330016003003,69,551,0.12522686025408347
2523,530330016002000,57,661,0.08623298033282904
2523,530330016002006,225,661,0.340393343419062
2523,530330016002008,28,661,0.04236006051437216
2523,530330016002009,82,661,0.12405446293494705
2523,530330016002011,45,661,0.0680786686838124
2523,530330016002014,30,661,0.0453857791225416
2523,530330016002015,45,661,0.0680786686838124
2523,530330016002016,48,661,0.07261724659606657
2523,530330016002017,101,661,0.15279878971255673
2524,530330015001005,82,283,0.28975265017667845
2524,530330015001011,90,283,0.31802120141342755
2524,530330015001012,111,283,0.392226148409894
2526,530330015001000,20,585,0.03418803418803419
2526,530330015001001,58,585,0.09914529914529914
2526,530330015001002,29,585,0.04957264957264957
2526,530330015001003,137,585,0.2341880341880342
2526,530330015001004,63,585,0.1076923076923077
2526,530330015001006,19,585,0.03247863247863248
2526,530330015001010,44,585,0.07521367521367521
2526,530330015002003,94,585,0.1606837606837607
2526,530330015002004,121,585,0.20683760683760682
2527,530330016002001,50,380,0.13157894736842105
2527,530330016002002,71,380,0.1868421052631579
2527,530330016002003,37,380,0.09736842105263158
2527,530330016002004,41,380,0.10789473684210527
2527,530330016002005,35,380,0.09210526315789473
2527,530330016002007,44,380,0.11578947368421053
2527,530330016002010,29,380,0.07631578947368421
2527,530330016002012,37,380,0.09736842105263158
2527,530330016002013,36,380,0.09473684210526316
2528,530330016001000,328,638,0.5141065830721003
2528,530330016001001,47,638,0.07366771159874608
2528,530330016001004,140,638,0.219435736677116
2528,530330016001007,22,638,0.034482758620689655
2528,530330016001016,101,638,0.15830721003134796
2529,530330016001002,61,608,0.10032894736842106
2529,530330016001003,45,608,0.07401315789473684
2529,530330016001005,27,608,0.044407894736842105
2529,530330016001006,45,608,0.07401315789473684
2529,530330016001008,154,608,0.2532894736842105
2529,530330016001009,40,608,0.06578947368421052
2529,530330016001010,173,608,0.2845394736842105
2529,530330016001011,24,608,0.039473684210526314
2529,530330016001017,39,608,0.06414473684210527
2532,530330014004000,228,567,0.4021164021164021
2532,530330014004001,54,567,0.09523809523809523
2532,530330014004002,96,567,0.1693121693121693
2532,530330014004003,121,567,0.21340388007054673
2532,530330014004009,68,567,0.11992945326278659
2533,530330014003004,104,669,0.1554559043348281
2533,530330014003005,91,669,0.13602391629297458
2533,530330014004006,117,669,0.17488789237668162
2533,530330014004007,54,669,0.08071748878923767
2533,530330014004008,65,669,0.09715994020926756
2533,530330014004010,59,669,0.08819133034379671
2533,530330014004011,63,669,0.09417040358744394
2533,530330014004014,54,669,0.08071748878923767
2533,530330014004015,62,669,0.09267563527653214
2534,530330014003006,32,752,0.0425531914893617
2534,530330014003007,50,752,0.06648936170212766
2534,530330014003013,182,752,0.24202127659574468
2534,530330014004012,79,752,0.10505319148936171
2534,530330014004013,122,752,0.1622340425531915
2534,530330014004016,101,752,0.13430851063829788
2534,530330014004018,34,752,0.04521276595744681
2534,530330014004019,25,752,0.03324468085106383
2534,530330014004020,76,752,0.10106382978723404
2534,530330014004021,51,752,0.0678191489361702
2535,530330014003000,82,799,0.10262828535669587
2535,530330014003001,56,799,0.07008760951188986
2535,530330014003002,189,799,0.23654568210262827
2535,530330014003003,40,799,0.05006257822277847
2535,530330014003008,23,799,0.028785982478097622
2535,530330014003009,233,799,0.29161451814768463
2535,530330014003010,41,799,0.05131414267834793
2535,530330014003011,55,799,0.0688360450563204
2535,530330014003012,80,799,0.10012515644555695
2536,530330014002004,154,912,0.16885964912280702
2536,530330014002005,36,912,0.039473684210526314
2536,530330014002006,46,912,0.05043859649122807
2536,530330014002007,48,912,0.05263157894736842
2536,530330014002008,72,912,0.07894736842105263
2536,530330014002009,47,912,0.051535087719298246
2536,530330014002010,84,912,0.09210526315789473
2536,530330014002011,23,912,0.025219298245614034
2536,530330014002012,42,912,0.046052631578947366
2536,530330014002015,31,912,0.03399122807017544
2536,530330014002016,59,912,0.06469298245614036
2536,530330014002017,26,912,0.02850877192982456
2536,530330014002018,99,912,0.10855263157894737
2536,530330014002019,98,912,0.1074561403508772
2536,530330014002020,47,912,0.051535087719298246
2537,530330013002002,238,892,0.26681614349775784
2537,530330013002003,62,892,0.06950672645739911
2537,530330013002004,61,892,0.06838565022421525
2537,530330013002005,75,892,0.08408071748878924
2537,530330014002000,46,892,0.0515695067264574
2537,530330014002001,66,892,0.07399103139013453
2537,530330014002002,62,892,0.06950672645739911
2537,530330014002003,136,892,0.15246636771300448
2537,530330014002013,98,892,0.10986547085201794
2537,530330014002014,48,892,0.053811659192825115
2539,530330014001000,47,1152,0.04079861111111111
2539,530330014001001,56,1152,0.04861111111111111
2539,530330014001002,46,1152,0.03993055555555555
2539,530330014001003,192,1152,0.16666666666666666
2539,530330014001004,124,1152,0.1076388888888889
2539,530330014001005,22,1152,0.019097222222222224
2539,530330014001006,66,1152,0.057291666666666664
2539,530330014001007,42,1152,0.036458333333333336
2539,530330014001008,48,1152,0.041666666666666664
2539,530330014001009,81,1152,0.0703125
2539,530330014001010,141,1152,0.12239583333333333
2539,530330014001011,35,1152,0.030381944444444444
2539,530330014001012,37,1152,0.03211805555555555
2539,530330014001013,33,1152,0.028645833333333332
2539,530330014001014,29,1152,0.025173611111111112
2539,530330014001015,50,1152,0.043402777777777776
2539,530330014001016,44,1152,0.03819444444444445
2539,530330014001017,4,1152,0.003472222222222222
2539,530330014001018,55,1152,0.04774305555555555
2541,530330074052001,52,521,0.09980806142034548
2541,530330074052004,219,521,0.42034548944337813
2541,530330074052005,70,521,0.1343570057581574
2541,530330074062009,158,521,0.30326295585412666
2541,530330074062011,22,521,0.04222648752399232
2542,530330084021004,73,722,0.10110803324099724
2542,530330084021005,55,722,0.07617728531855955
2542,530330084021006,113,722,0.15650969529085873
2542,530330084022006,309,722,0.4279778393351801
2542,530330084023003,1,722,0.0013850415512465374
2542,530330084023004,40,722,0.055401662049861494
2542,530330084023005,131,722,0.1814404432132964
2543,530330074032006,300,575,0.5217391304347826
2543,530330074042000,275,575,0.4782608695652174
2544,530330073031007,981,2051,0.4783032666991711
2544,530330073032002,14,2051,0.006825938566552901
2544,530330073032004,28,2051,0.013651877133105802
2544,530330073033001,13,2051,0.006338371526084837
2544,530330073033005,1015,2051,0.4948805460750853
2545,530330074041007,213,913,0.23329682365826945
2545,530330074041008,161,913,0.17634173055859803
2545,530330074042002,131,913,0.14348302300109528
2545,530330074042003,262,913,0.28696604600219056
2545,530330074042008,146,913,0.15991237677984665
2546,530330074042001,263,476,0.5525210084033614
2546,530330074042007,213,476,0.4474789915966387
2547,530330074061004,219,598,0.36622073578595316
2547,530330074062000,221,598,0.3695652173913043
2547,530330074062010,158,598,0.26421404682274247
2549,530330074061005,290,1102,0.2631578947368421
2549,530330074062001,368,1102,0.3339382940108893
2549,530330074062008,415,1102,0.3765880217785844
2549,530330074062012,29,1102,0.02631578947368421
2550,530330074051003,64,575,0.11130434782608696
2550,530330074051007,43,575,0.07478260869565218
2550,530330074061002,230,575,0.4
2550,530330074061003,238,575,0.41391304347826086
2590,530330032011000,14,522,0.02681992337164751
2590,530330032011002,11,522,0.0210727969348659
